MT-ATP8	0
AC092835.2	0
DNAH9	0.0173442111007137
GALNS	0
AC023632.1	0
TMEM260	0
MED8	0.0899035898001392
TP53BP2	0.209685111605072
LINC01031	0.0609304783917169
C3orf17	0.0207750397001223
IARS2	0
MAX	0
RP3-477O4.14	0.151719240086038
DNM2	0.100290767702339
EDN1	0
RP11-328M4.3	0.0135579216598883
PEBP4	0.28953486268619
LAMC1	0
CHGB	0
AHNAK	0
TSPAN18	0
RMDN3	0.0495795057755163
ATP8B2	0
RP4-782L23.1	0.0249715425414434
SMAD3	0
AP001347.6	0
ANKRD55	0.184608124468584
CTD-2034I21.1	0.0084265092949601
THBS4	0.157398470169678
RGPD8	0
PLCL2	0
ZBTB17	0
RP11-514P8.6	0
ALB	0
TRIO	0
RP11-86A5.1	0
PPIP5K1	0.124255056638194
PRDM16	0.0465222630143996
RP5-1029F21.3	0
RP11-283G6.4	0.0791795712760712
ZNF358	0.0757386928870974
CCL22	0
RP11-92B11.3	0
AC139100.3	0.0478779477606576
RP11-638I8.1	0.0250936364615973
GOT2	0
MRC1L1	0
DOK4	0.0110311027029555
RP11-485G4.2	0
MICA	0.180615213714975
TMEM8C	0.00432517834791812
SCNM1	0.996567149360535
RP11-79E3.3	0.0438286634100254
RP1-41P2.7	0.00778082737859058
CCNT1	0.0951120698772872
MOSPD1	0.0788066693162561
EPB41L4B	0.0620404255941698
BCL11B	0.0833995693811911
RP5-1139I1.2	0.00205747890089963
PTPN21	0
LINC00174	0
FRMD4B	0.14776436787079
SCN10A	0.0132846935499642
AC009404.2	0
CNTN2	0.00117849135640835
BAG3	0
SLC25A20	0
ZNF367	0.96512965228672
CABLES1	0.938939443790213
C1orf228	0.251449483853132
RP11-20E24.1	0.0712039652192623
RP11-38L15.3	0.0721271983456561
RITA1	0.0743386556015472
LINC00444	0.00618118312437993
SCNN1B	0.999994810084094
SPRR2B	0.00156003678842926
RP11-436M15.3	0.000419060437848864
GPR158	0.0551997341379312
AL953854.2	0.040793144844676
POLR3G	0.154869644686679
RBKS	0
ADARB2-AS1	0.00399531608221708
NRL	0.347209799010757
QSOX1	0.999921229309047
SPDYE3	0.415641239831643
MB21D1	0.655669290654659
LRP8	0.0434161985056783
NUFIP2	0.119404434578122
RP6-206I17.1	0.45718386278113
CHRM5	0.0836561642016095
SPATA2L	0.00743100635550844
CD4	0.00716309439914752
SDHD	0
MMP14	0.143146200291337
AL133247.2	0.0221293134282586
SH3RF1	0.999999991783494
ZFX-AS1	0.00606418136698221
FN3KRP	0.156628393543867
AP003774.1	0
NEK4	0.118631683263216
CXCL14	0.312223953599272
RP11-34P13.7	0.0146391253940708
TAF5	0.0257963122189999
PHTF1	0
LMBRD1	0.272185346794015
GIP	0.014621874819924
N6AMT1	0.0106601797553238
VCP	0.179720804764821
C11orf96	0
CFDP1	0
LIM2	0
TP53TG1	0.0328335302523102
IL36B	0.046458645934617
FCHO1	0.0174767259313632
NASP	0.491564327911715
ARID1B	0
FAM180A	0
TMEM60	0.0566235640912223
SLC25A44	0.00207858517600926
DCLK1	0
GSDMA	0.053680459800603
ADM2	0.0263104254080667
LRRIQ1	1
CTC-326K19.6	0
GNPTG	0.121698587389877
NT5C	0.613422727576536
JRKL	0.104699167032492
CR1L	0.244418912651245
GOPC	0
VPS4A	0.0606222929544108
TBC1D28	0.0249635425397818
PPHLN1	0.99999999987809
AC003088.1	0.0308652072822158
VPS29	0.0385154763239825
LINC00486	1
MTMR3	0
C19orf12	0.0112103541649386
ARPC2	0
RP11-932O9.8	0.000936541130837419
CELF6	0.0431079363362285
ENTPD1	0
AC021016.8	0.0602774921872675
ZNF846	0
PDZD2	0.483598677939296
SLC7A10	0.00858317662545106
TCTN2	0.119614453560137
EIF3M	0.091022158563536
ANGPTL1	0.998882786248937
TRMT11	0
FBRS	0
GLMN	0.0591332355210871
RP11-53B2.4	0
EXPH5	0.999999992980799
VAT1	0.0117835076558298
ACD	0.0501923148232616
AC005042.5	0.00336563931966653
LRRC42	0.018651618753646
TEAD3	0
THPO	0
RP11-15B17.1	0.0497866954934209
RP11-35J1.1	0.0263093054781109
SRRM5	0.124683610632347
DTNA	0
DNAJC9	0.998636617945866
GJA1	0
SGIP1	0
RP5-964N17.1	0.928674115122327
RP11-506B6.6	0
TUBA1B	0.834589669609624
CDKL4	0.460676981163765
DLX2	0.000134656677339813
FAM106A	0
GKAP1	0.0121239075096441
RET	0.170667937200888
MGST1	1
RP5-894A10.2	0
CTD-2655K5.1	0.0120427154660415
COL6A6	0.0415053951543291
CHRNG	0.0653711646981509
TCEAL8	0.136164470464306
FAM19A1	0.521506875652369
FLVCR1-AS1	0.0166719708380884
SOCS7	0.250218769381083
RNF167	0.122493083110241
TBX3	0
RP11-68L18.1	0.000358669567207453
CYP2S1	0.0137508728432149
ITIH2	0.204662357067436
RP5-940J5.8	0
COL9A1	0.00971281735001158
APOBEC2	0.274042016531095
VCL	0
STK36	0.13134509727908
SLC7A7	0.0664262969955212
OR2L13	0.412781741574393
RP11-310P5.1	0
CTD-3060P21.1	0
CLEC4D	0.00191034789938107
GALR1	0
ATL2	0
SPSB4	0.058127348318897
PITPNM2	0.0996501972718912
ZBTB11	0
ASGR1	0.029241863025627
LYG2	0
LINC01081	0
ADAMTS17	0.15191563430144
CTC-321K16.1	0
RP11-165J3.6	0.00672853563442619
RP11-267M23.4	0.0979776599642413
POGLUT1	0.00157349119047942
RP4-536B24.4	0
ZNF90	1
RP11-575A19.2	0
ASB17	0.000998642290186375
FBP1	0.154552260288306
PVRL2	0
CTD-2330K9.3	0.0170373921901266
AC007193.6	0
AQP11	0
RP11-356J5.4	0
PPAP2A	0
TRIM11	0.253478132752753
RP11-778H2.1	0
AP003774.5	0
CRYZ	0
RP11-768F21.1	0.998776458802465
CATSPERD	0.141941544369547
AP000721.4	0.025631979670489
SLC13A5	0.712308475751178
RP11-298I3.4	0.0906639414714126
IGFBP3	0
RP11-293P20.2	0
LOXL2	0
DDX59	0.999983940586338
CTD-2528L19.4	0.0220232444448598
UMPS	0.407741179266105
RP11-272B17.1	0.00772448810969759
LYNX1	0
OFD1	0.999999999995439
SNORD116-20	0
AC016738.3	0
POLR3GL	0.106410191926018
MRFAP1L1	0.155139527288236
BRF1	0.0189298549426239
C16orf62	0.202854587650854
PPP4R1	0.555393099479097
FAM149B1	0.797724145396322
CCDC64B	0.229651812688184
PDE10A	0.294335273633748
MAPKAPK5	0.0899975860541726
ALOX12B	0.0110010787383218
RP11-945C19.1	0.104119251656506
AC009158.1	0.0349889345658723
AP000640.10	0
IKZF3	0.257422849851734
UNC93B1	0.0723513053935216
SOX17	0
HNRNPH3	0
NLGN2	0.23682614950224
PPAP2C	0.995981031776234
RP11-397C18.2	0.0024707690207528
PRELP	0
ENKUR	0.00461489890732118
RP11-145M9.4	0.0211233542723061
AC007879.2	0.00246380750818508
GIMAP4	0
PLEKHG5	0.0981150287053077
TTC32	0.14127932871154
RPS6KA5	0
CTD-3138B18.4	0
